City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Fort Nelson,CA,58.8053,-122.7002,0.99,78,90,2.3,light snow
346,Klyuchi,RU,52.2667,79.1667,13.86,83,99,7.54,overcast clouds
347,Camacha,PT,33.0833,-16.3333,60.22,59,40,10.36,scattered clouds
348,Alta Floresta,BR,-9.8756,-56.0861,72.21,94,90,2.04,overcast clouds
349,Lima,PE,-12.0432,-77.0282,64.65,77,20,13.8,few clouds
350,Dabat,ET,12.9842,37.765,50.43,64,6,10.92,clear sky
351,Tahe,CN,52.3333,124.7333,13.03,67,45,4.88,scattered clouds
352,Abu Dhabi,AE,24.4667,54.3667,75.22,60,20,3.44,few clouds
353,Alekseyevsk,RU,57.8406,108.3492,17.31,94,100,8.5,light snow
354,Tura,IN,25.5198,90.2201,69.62,51,17,1.3,few clouds
355,Cadillac,US,44.2519,-85.4012,31.24,80,1,6.91,clear sky
356,Maragogi,BR,-9.0122,-35.2225,78.37,86,70,7.83,broken clouds
357,Palm Bay,US,28.0345,-80.5887,62.67,59,90,0.0,overcast clouds
358,Winnemucca,US,40.973,-117.7357,37.45,52,1,0.0,clear sky
359,Namibe,AO,-15.1961,12.1522,70.38,73,95,4.05,overcast clouds
360,Khasan,RU,42.4308,130.6434,46.69,57,44,7.2,scattered clouds
361,Bardstown,US,37.8092,-85.4669,38.07,48,1,6.91,clear sky
362,Dingle,PH,10.9995,122.6711,85.26,72,49,11.23,scattered clouds
363,Muroto,JP,33.2833,134.15,59.04,56,53,3.22,broken clouds
364,Waipawa,NZ,-41.4122,175.5153,68.63,81,95,6.58,overcast clouds
365,Gushikawa,JP,26.3544,127.8686,67.59,88,75,12.66,broken clouds
366,Kenora,CA,49.8167,-94.4337,24.78,86,75,4.61,broken clouds
367,San Cristobal,VE,7.7669,-72.225,66.22,94,35,1.36,scattered clouds
368,Fortuna,US,40.5982,-124.1573,52.14,97,40,3.94,scattered clouds
369,Dhidhdhoo,MV,6.8833,73.1,81.0,76,88,10.87,overcast clouds
370,Tecolutla,MX,20.4833,-97.0167,71.56,85,100,13.49,overcast clouds
371,Sar-E Pul,AF,35.8333,66.1667,41.05,44,40,8.48,scattered clouds
372,Tual,ID,-5.6667,132.75,83.55,74,92,6.17,overcast clouds
373,Ipixuna,BR,-1.7625,-48.8043,76.95,95,34,3.36,moderate rain
374,Lodwar,KE,3.1191,35.5973,80.47,59,93,11.14,overcast clouds
375,Marienburg,PL,54.0359,19.0266,33.46,99,100,10.54,light snow
376,Banjar,ID,-8.19,114.9675,78.66,90,100,1.16,overcast clouds
377,Chaiya,TH,9.3862,99.1986,75.18,91,100,17.13,heavy intensity rain
378,Rincon,US,32.296,-81.2354,55.31,58,75,9.22,broken clouds
379,Iqaluit,CA,63.7506,-68.5145,22.73,80,90,4.61,snow
380,Brazzaville,CG,-4.2658,15.2832,75.56,83,100,0.0,light rain
381,Lincoln,US,40.8,-96.667,43.18,60,1,6.91,clear sky
382,Medicine Hat,CA,50.0501,-110.6683,52.23,50,75,14.97,broken clouds
383,Ullapool,GB,57.8987,-5.1604,33.39,81,100,5.35,overcast clouds
384,Bulungu,CD,-4.55,18.6,68.07,98,97,1.59,moderate rain
385,Huarmey,PE,-10.0681,-78.1522,66.83,85,100,8.99,overcast clouds
386,Fasa,IR,28.9383,53.6482,42.04,56,0,6.91,clear sky
387,Villamontes,BO,-21.25,-63.5,72.3,62,100,2.84,overcast clouds
388,Tucuman,AR,-26.8241,-65.2226,69.8,68,0,6.91,clear sky
389,Torbay,CA,47.6666,-52.7314,41.77,87,1,12.66,clear sky
390,Geraldton,AU,-28.7667,114.6,77.41,61,0,18.41,clear sky
391,Bac Lieu,VN,9.285,105.7244,76.32,93,100,12.93,overcast clouds
392,Oranjemund,NA,-28.55,16.4333,59.79,94,1,3.36,clear sky
393,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,37,0,25.32,clear sky
394,Ust-Maya,RU,60.4167,134.5333,-0.4,92,100,5.55,overcast clouds
395,Kamenka,RU,51.3223,42.7678,42.06,95,100,12.1,overcast clouds
396,Lazaro Cardenas,MX,17.9583,-102.2,75.83,76,3,4.61,clear sky
397,Dong Hoi,VN,17.4833,106.6,70.29,84,100,14.76,overcast clouds
398,Necochea,AR,-38.5473,-58.7368,59.45,97,100,10.11,overcast clouds
399,Bad Soden-Salmunster,DE,50.2757,9.3671,36.82,99,99,3.29,overcast clouds
400,Hamilton,US,39.1834,-84.5333,33.24,55,1,5.75,clear sky
401,Lata,PT,40.1629,-8.3327,54.01,94,52,5.68,broken clouds
402,College,US,64.8569,-147.8028,-20.54,68,75,3.44,light snow
403,Soure,BR,-0.7167,-48.5233,80.62,81,96,9.78,overcast clouds
404,Rorvik,NO,64.8621,11.2373,26.8,90,100,17.29,snow
405,Touros,BR,-5.1989,-35.4608,81.5,80,28,11.59,scattered clouds
406,Nathdwara,IN,24.9333,73.8167,56.39,46,17,2.46,few clouds
407,Udachnyy,RU,66.4167,112.4,-23.89,100,96,2.24,overcast clouds
408,Sechura,PE,-5.5569,-80.8222,68.2,77,86,14.43,overcast clouds
409,Rudovci,RS,44.3801,20.4051,43.57,91,100,1.77,overcast clouds
410,Bridlington,GB,54.0831,-0.1919,33.73,69,90,14.83,overcast clouds
411,Walcz,PL,53.2779,16.4712,33.51,83,100,5.64,overcast clouds
412,Maple Creek,CA,49.9168,-109.4848,54.01,50,58,5.75,broken clouds
413,Yumbe,UG,3.4651,31.2469,64.49,94,22,2.75,few clouds
414,Taoudenni,ML,22.6783,-3.9836,63.36,31,0,11.95,clear sky
415,Mastic Beach,US,40.7668,-72.8521,35.8,86,90,0.0,overcast clouds
416,Komsomolets,KZ,53.7453,62.0708,20.48,83,100,7.87,overcast clouds
417,Nalut,LY,30.3333,10.85,47.93,48,75,14.45,broken clouds
418,Lima Duarte,BR,-21.8425,-43.7931,63.23,94,39,2.15,scattered clouds
419,Ryotsu,JP,38.0833,138.4333,49.96,60,100,8.16,overcast clouds
420,Pemangkat,ID,1.1667,108.9667,82.72,67,100,4.52,overcast clouds
421,Anuradhapura,LK,8.3565,80.4173,78.87,88,58,8.59,broken clouds
422,Naifaru,MV,5.4444,73.3657,78.76,84,96,11.5,light rain
423,Tokur,RU,53.1333,132.9,6.64,85,100,3.2,overcast clouds
424,Paamiut,GL,61.994,-49.6678,37.35,85,100,22.1,light rain
425,Itaporanga,BR,-7.3044,-38.1503,79.99,64,66,4.43,broken clouds
426,Amboasary,MG,-25.0333,46.3833,67.84,72,0,4.92,clear sky
427,Mareeba,AU,-17.0,145.4333,83.12,45,52,10.49,broken clouds
428,Aksarayskiy,RU,46.7924,48.0119,39.15,88,73,8.1,broken clouds
429,Berat,AL,40.7058,19.9522,53.08,86,92,4.05,overcast clouds
430,Vaitape,PF,-16.5167,-151.75,80.58,73,92,5.23,light rain
431,Clyde River,CA,70.4692,-68.5914,-1.97,78,94,20.71,light snow
432,Manokwari,ID,-0.8667,134.0833,82.26,80,81,5.41,broken clouds
433,Katobu,ID,-4.9408,122.5276,83.3,72,100,3.85,overcast clouds
434,Tuatapere,NZ,-46.1333,167.6833,63.45,52,4,10.76,clear sky
435,Ouegoa,NC,-20.35,164.4333,83.61,70,51,7.11,broken clouds
436,Agar,IN,23.7,76.0167,65.97,44,100,4.83,overcast clouds
437,Pag,HR,44.445,15.0575,37.98,66,69,6.82,broken clouds
438,Amatitan,MX,20.8333,-103.7167,65.71,57,10,2.75,clear sky
439,Namanyere,TZ,-7.5167,31.05,61.77,80,64,4.94,broken clouds
440,Vostok,RU,46.4856,135.8833,29.19,95,100,10.0,snow
441,Karatau,KZ,43.1667,70.4667,32.36,45,63,4.16,broken clouds
442,Peto,MX,20.1333,-88.9167,73.81,72,100,3.62,overcast clouds
443,Bilma,NE,18.6853,12.9164,70.7,19,30,5.82,scattered clouds
444,Mount Pleasant,US,32.7941,-79.8626,55.4,52,75,6.91,broken clouds
445,Umm Kaddadah,SD,13.6017,26.6876,71.74,32,5,14.45,clear sky
446,San Jose Del Guaviare,CO,2.5729,-72.6459,73.18,96,100,2.19,overcast clouds
447,Caravelas,BR,-17.7125,-39.2481,74.01,93,74,10.47,broken clouds
448,Amahai,ID,-3.3333,128.9167,85.8,67,89,6.13,overcast clouds
449,Sigli,ID,5.3848,95.9609,79.23,79,100,1.57,moderate rain
450,Yatou,CN,37.15,122.3833,52.81,86,99,3.33,light rain
451,Cayenne,GF,4.9333,-52.3333,75.24,94,20,2.3,few clouds
452,Gat,IL,31.61,34.7642,57.88,32,18,2.98,few clouds
453,Newport,GB,51.5877,-2.9984,33.91,81,73,5.73,broken clouds
454,Cerrito,CO,6.8432,-72.694,54.79,91,45,6.11,scattered clouds
455,Nakamura,JP,32.9833,132.9333,59.11,60,65,3.8,broken clouds
456,Tongling,CN,30.95,117.7833,61.79,56,2,5.61,clear sky
457,Donghai,CN,22.9459,115.642,77.02,45,3,7.16,clear sky
458,Kenai,US,60.5544,-151.2583,3.29,78,90,6.91,light snow
459,Nishihara,JP,26.1842,127.7558,67.66,88,75,11.5,light intensity shower rain
460,Marsaxlokk,MT,35.8419,14.5431,57.81,62,40,24.16,scattered clouds
461,Flinders,AU,-34.5833,150.8552,69.08,61,35,8.39,scattered clouds
462,Leh,IN,34.1667,77.5833,14.81,64,0,1.03,clear sky
463,Thinadhoo,MV,0.5333,72.9333,82.63,72,79,18.23,broken clouds
464,Nhulunbuy,AU,-12.2333,136.7667,92.01,46,20,11.5,few clouds
465,Trairi,BR,-3.2778,-39.2689,80.15,79,65,9.28,broken clouds
466,Cairns,AU,-16.9167,145.7667,87.75,62,75,9.22,broken clouds
467,Atar,MR,20.5169,-13.0499,63.3,41,87,9.57,overcast clouds
468,Muros,ES,42.7762,-9.0603,52.3,83,100,12.24,overcast clouds
469,Sarakhs,IR,36.5449,61.1577,55.27,42,100,8.9,overcast clouds
470,Walvis Bay,NA,-22.9575,14.5053,58.15,94,0,3.44,clear sky
471,Meulaboh,ID,4.1363,96.1285,78.01,83,98,1.48,heavy intensity rain
472,Barsinghausen,DE,52.3105,9.4561,36.88,93,100,11.5,overcast clouds
473,Pitea,SE,65.3172,21.4794,-0.31,89,100,3.15,overcast clouds
474,Doha,QA,25.2867,51.5333,67.98,58,0,5.75,clear sky
475,Port-Gentil,GA,-0.7193,8.7815,80.26,76,98,8.23,overcast clouds
476,Vizinga,RU,61.0749,50.1031,33.3,87,100,12.08,overcast clouds
477,Pietarsaari,FI,63.65,22.6833,8.73,80,100,9.26,overcast clouds
478,Patiya,BD,22.2931,91.9762,71.55,73,75,0.0,haze
479,Najran,SA,17.4924,44.1277,54.25,43,0,2.53,clear sky
480,Santa Maria,BR,-29.6842,-53.8069,72.7,78,75,11.5,broken clouds
481,Diamantino,BR,-14.4086,-56.4461,73.62,94,23,3.78,light rain
482,Kommunar,RU,59.6206,30.39,20.73,91,100,8.03,overcast clouds
483,Manaus,BR,-3.1019,-60.025,79.29,94,0,3.44,clear sky
484,Noumea,NC,-22.2763,166.4572,85.98,67,44,16.4,scattered clouds
485,Dustlik,UZ,40.5247,68.0358,42.08,35,2,9.46,clear sky
486,Ndioum,SN,16.5129,-14.6471,73.51,26,92,14.45,overcast clouds
487,Puerto Narino,CO,-3.7703,-70.3831,76.95,90,100,1.81,overcast clouds
488,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.04,75,0,6.08,clear sky
489,Rosario,AR,-32.9468,-60.6393,64.31,77,0,14.97,clear sky
490,Arman,RU,59.7,150.1667,10.92,89,100,4.25,overcast clouds
491,Svetlaya,RU,46.5389,138.3297,41.52,71,100,7.49,overcast clouds
492,Guangyuan,CN,32.442,105.823,48.45,45,100,15.35,overcast clouds
493,Athabasca,CA,54.7169,-113.2854,35.42,84,86,11.32,overcast clouds
494,Tsabong,BW,-26.0217,22.401,65.61,21,0,10.07,clear sky
495,Tallahassee,US,30.4383,-84.2807,55.24,67,90,4.61,overcast clouds
496,Ustye,RU,59.6304,39.736,15.91,94,100,3.06,overcast clouds
497,Samarai,PG,-10.6167,150.6667,82.96,81,90,11.72,moderate rain
498,Codrington,AU,-38.2667,141.9667,75.43,44,1,9.95,clear sky
499,Berlevag,NO,70.8578,29.0864,15.71,88,83,20.74,broken clouds
500,Treuchtlingen,DE,48.95,10.9167,31.51,96,96,4.45,light snow
501,Kupang,ID,-10.1667,123.5833,86.58,74,20,4.61,few clouds
502,Cabra,ES,37.4725,-4.4421,40.44,82,88,5.23,overcast clouds
503,Cosala,MX,24.4125,-106.6908,69.15,55,100,3.44,overcast clouds
504,Kulhudhuffushi,MV,6.6221,73.07,80.92,76,86,11.21,overcast clouds
505,Faya,SA,18.3851,42.4509,48.72,41,0,6.93,clear sky
506,Russell,US,32.3502,-85.1999,47.48,75,1,3.44,clear sky
507,Waingapu,ID,-9.6567,120.2641,85.17,66,98,6.91,overcast clouds
508,Pendleton,US,45.6721,-118.7886,55.71,81,1,5.75,clear sky
509,Charters Towers,AU,-20.1,146.2667,88.03,46,99,11.48,overcast clouds
510,Kaihua,CN,23.3687,104.28,61.02,71,13,6.29,few clouds
511,Altay,CN,47.8667,88.1167,18.82,64,0,6.08,clear sky
512,Tezu,IN,27.9167,96.1667,72.77,35,1,1.83,clear sky
513,Kango,GA,0.1943,10.0951,73.02,98,83,1.97,light rain
514,Barranca,PE,-10.75,-77.7667,65.77,84,100,7.4,overcast clouds
515,Enshi,CN,30.3,109.4833,56.79,63,99,3.11,overcast clouds
516,Kudahuvadhoo,MV,2.6708,72.8944,82.35,76,100,18.75,overcast clouds
517,Vermilion,US,40.1667,-87.7506,32.34,59,1,6.91,clear sky
518,Carballo,ES,43.213,-8.691,51.49,92,100,7.61,overcast clouds
519,Corner Brook,CA,48.9667,-57.9484,39.33,92,100,9.22,overcast clouds
520,Limenaria,GR,40.6261,24.5786,62.4,85,50,13.4,scattered clouds
521,Vestmanna,FO,62.1564,-7.1664,38.32,93,90,17.27,overcast clouds
522,El Dorado,US,38.7666,-120.5177,65.03,51,0,6.73,clear sky
523,Canada,ES,38.6767,-0.8141,43.79,68,76,27.09,broken clouds
524,Kati,ML,12.7441,-8.0726,74.61,23,4,3.67,clear sky
525,Oron,NG,4.8256,8.2343,76.69,91,100,1.59,overcast clouds
526,Llorente,PH,11.4119,125.5458,82.85,80,72,7.9,broken clouds
527,Ignalina,LT,55.35,26.1667,32.29,98,100,10.38,light snow
528,Papillion,US,41.1544,-96.0422,41.65,60,1,3.44,clear sky
529,Poum,NC,-20.2333,164.0167,80.67,75,26,6.24,light rain
530,Avera,US,33.194,-82.5271,51.67,59,54,9.8,broken clouds
531,Zyryanskoye,RU,56.8306,86.6258,15.64,93,100,10.87,overcast clouds
532,Shunyi,CN,40.125,116.6453,44.55,45,0,11.18,clear sky
533,Ankazobe,MG,-18.3167,47.1167,63.01,82,72,4.9,broken clouds
534,Umba,RU,66.6871,34.3429,3.51,96,29,3.83,scattered clouds
535,Abonnema,NG,4.7084,6.7931,77.41,89,100,3.98,overcast clouds
536,Smithers,CA,54.7804,-127.1743,37.72,70,40,5.75,scattered clouds
537,Davila,PH,18.4726,120.5763,87.78,71,71,7.45,broken clouds
538,Aksu,CN,41.1231,80.2644,26.91,56,6,2.28,clear sky
539,Mzimba,MW,-11.9,33.6,62.26,82,17,6.13,few clouds
540,Talas,TR,38.6908,35.5538,34.47,100,20,0.0,few clouds
541,Pinawa,CA,50.1489,-95.8811,22.86,89,100,4.47,overcast clouds
542,Veseloyarsk,RU,51.2836,81.1056,10.71,84,50,5.28,scattered clouds
543,Ugoofaaru,MV,5.6667,73.0,80.69,77,87,11.27,overcast clouds
544,Chicomuselo,MX,15.7667,-92.2667,66.85,87,100,3.67,overcast clouds
545,Magadan,RU,59.5667,150.8,15.49,76,100,2.28,overcast clouds
546,Dosso,NE,13.049,3.1937,74.19,16,99,9.15,overcast clouds
547,Inirida,CO,3.8653,-67.9239,74.05,96,78,1.25,broken clouds
548,Santa Rosa De Cabal,CO,4.8681,-75.6214,65.44,88,40,5.75,light rain
549,Skjervoy,NO,70.0311,20.9714,27.9,72,99,13.69,overcast clouds
550,Letpadan,MM,17.7833,95.75,77.32,72,30,9.42,scattered clouds
551,Brownsville,US,25.9018,-97.4975,60.75,88,1,5.75,clear sky
552,San Quintin,MX,30.4833,-115.95,64.04,60,0,7.49,clear sky
553,Naze,JP,28.3667,129.4833,68.92,63,99,16.35,overcast clouds
554,Misratah,LY,32.3754,15.0925,60.31,48,100,25.48,overcast clouds
555,Bulolo,PG,-7.2,146.65,90.36,47,52,3.78,broken clouds
556,Prince Rupert,CA,54.3161,-130.3201,40.69,79,90,3.44,light rain
557,Katiola,CI,8.1333,-5.1,75.83,71,12,4.03,few clouds
558,Kyaikto,MM,17.3,97.0167,81.01,68,92,1.99,overcast clouds
559,Belmonte,BR,-15.8631,-38.8828,75.7,90,97,13.42,overcast clouds
560,Bantry,IE,51.6833,-9.45,44.08,93,100,6.4,overcast clouds
561,Port-Cartier,CA,50.0334,-66.8654,28.62,64,100,11.79,overcast clouds
562,Aitape,PG,-3.1374,142.3475,84.56,77,100,6.04,overcast clouds
563,Honiara,SB,-9.4333,159.95,85.53,73,98,4.65,overcast clouds
564,San Pedro,PH,14.35,121.0167,87.03,66,40,5.75,scattered clouds
565,Bartica,GY,6.4,-58.6167,75.52,98,43,1.68,scattered clouds
566,Viradouro,BR,-20.8731,-48.2969,75.29,62,81,0.87,broken clouds
567,Suntar,RU,62.1444,117.6319,-6.34,100,96,1.86,overcast clouds
568,Moncton,CA,46.1159,-64.8019,25.39,80,40,9.22,scattered clouds
569,Guanica,PR,17.9716,-66.908,76.14,84,9,4.59,clear sky
570,Awjilah,LY,29.1081,21.2869,73.45,21,99,13.71,overcast clouds
571,San Jeronimo,PE,-11.9472,-75.2829,53.87,75,100,2.1,overcast clouds
572,Mangrol,IN,21.1167,70.1167,75.56,46,78,11.79,broken clouds
573,Boshnyakovo,RU,49.6333,142.1667,27.3,90,100,5.48,light snow
574,Saint Anthony,US,45.0205,-93.218,32.32,55,90,0.0,overcast clouds
575,Bonthe,SL,7.5264,-12.505,78.85,84,6,4.38,clear sky
576,Falmouth,GB,50.1544,-5.0711,40.1,87,20,5.75,few clouds
577,Baijiantan,CN,45.6333,85.1833,25.61,57,0,3.87,clear sky
578,Nynashamn,SE,58.9034,17.9479,23.22,78,99,15.14,overcast clouds
579,Ilongero,TZ,-4.6667,34.8667,62.04,79,56,8.68,broken clouds
580,Mandalgovi,MN,45.7625,106.2708,19.0,50,89,17.56,overcast clouds
581,Nouadhibou,MR,20.931,-17.0347,67.12,70,100,19.86,overcast clouds
582,Sao Filipe,CV,14.8961,-24.4956,75.16,71,99,14.45,overcast clouds
583,Shache,CN,38.4167,77.2406,29.35,40,100,4.56,overcast clouds
584,Kerur,IN,16.0167,75.5667,69.35,86,100,11.21,overcast clouds
585,Husavik,IS,66.0449,-17.3389,33.71,94,100,10.83,light rain
586,Boa Vista,BR,2.8197,-60.6733,82.38,61,0,6.91,clear sky
587,Pasni,PK,25.2631,63.471,74.37,59,0,7.0,clear sky
588,Inyonga,TZ,-6.7167,32.0667,65.44,73,29,3.49,scattered clouds
589,Roebourne,AU,-20.7833,117.1333,94.37,33,0,9.71,clear sky
590,Qiongshan,CN,20.0058,110.3542,75.18,64,20,15.66,few clouds
591,Merauke,ID,-8.4667,140.3333,86.74,64,100,7.29,overcast clouds
592,Huacho,PE,-11.1067,-77.605,66.13,85,93,8.93,overcast clouds
593,Amga,RU,60.8953,131.9608,-1.21,93,100,5.64,overcast clouds
594,Zharkent,KZ,44.1628,80.0,28.72,38,0,2.66,clear sky
595,Strezhevoy,RU,60.7333,77.5889,26.58,94,100,9.86,overcast clouds
596,Solwezi,ZM,-12.1688,26.3894,59.45,91,70,3.2,broken clouds
597,Dargaville,NZ,-35.9333,173.8833,70.81,62,95,8.1,overcast clouds
598,Kedrovyy,RU,56.1667,91.8167,21.61,93,100,9.48,overcast clouds
599,Maceio,BR,-9.6658,-35.7353,80.04,89,75,4.61,broken clouds
600,Tamandare,BR,-8.7597,-35.1047,78.55,85,60,8.12,broken clouds
601,Antofagasta,CL,-23.65,-70.4,63.68,77,48,2.82,scattered clouds
602,Namanga,KE,-2.5433,36.7905,63.21,93,25,4.52,scattered clouds
603,Evensk,RU,61.95,159.2333,16.74,95,100,1.95,light snow
604,Rocha,UY,-34.4833,-54.3333,62.98,98,100,10.65,heavy intensity rain
605,Pelym,RU,61.0108,61.9978,26.08,90,100,9.64,overcast clouds
606,Mayo,US,38.8876,-76.5119,46.81,66,75,6.91,broken clouds
607,Morant Bay,JM,17.8815,-76.4093,80.22,78,21,6.71,few clouds
608,Sakakah,SA,29.9697,40.2064,53.17,38,9,3.24,clear sky
609,Palmas Bellas,PA,9.2319,-80.0867,76.91,91,94,8.63,overcast clouds
610,Sidhi,IN,24.4167,81.8833,66.22,37,28,2.57,scattered clouds
611,Te Anau,NZ,-45.4167,167.7167,72.3,30,0,1.83,clear sky
612,Gelemso,ET,8.8167,40.5167,55.58,62,5,3.74,clear sky
613,Talcahuano,CL,-36.7167,-73.1167,55.08,71,0,12.66,clear sky
614,Richards Bay,ZA,-28.783,32.0377,67.91,91,4,5.41,clear sky
615,Rawson,AR,-43.3002,-65.1023,66.29,37,51,18.21,broken clouds
616,Pisco,PE,-13.7,-76.2167,64.45,82,0,9.22,clear sky
617,North Bend,US,43.4065,-124.2243,53.51,94,1,3.44,clear sky
618,Pacific Grove,US,36.6177,-121.9166,60.48,58,1,3.44,clear sky
619,Santa Maria Del Tule,MX,17.0333,-96.6167,56.89,88,100,6.33,overcast clouds
620,Bhola,BD,22.6833,90.65,71.46,58,6,6.33,clear sky
621,Copiapo,CL,-27.3667,-70.3333,55.09,64,0,2.46,clear sky
622,Yar-Sale,RU,66.8333,70.8333,1.51,91,100,12.77,overcast clouds
623,Cordoba,AR,-31.4135,-64.1811,61.65,77,0,6.91,clear sky
624,Okha,RU,53.5739,142.9478,22.53,61,100,11.79,overcast clouds
625,Gaya,IN,24.7833,85.0,55.31,88,73,0.0,fog
626,Kampot,KH,10.6167,104.1833,84.25,82,100,14.14,overcast clouds
627,Pavullo Nel Frignano,IT,44.3315,10.835,44.67,86,45,21.85,scattered clouds
628,Natal,BR,-5.795,-35.2094,81.25,83,20,8.05,few clouds
629,Kilindoni,TZ,-7.9139,39.6668,80.51,78,90,10.31,overcast clouds
630,Praia Da Vitoria,PT,38.7333,-27.0667,48.45,100,20,0.69,few clouds
631,Churapcha,RU,62.0025,132.4325,-2.0,94,100,6.15,overcast clouds
632,Rundu,NA,-17.9333,19.7667,68.81,77,89,2.06,overcast clouds
633,Bouar,CF,5.934,15.596,65.37,36,100,3.31,overcast clouds
634,Hadejia,NG,12.4498,10.0444,69.31,19,31,8.84,scattered clouds
635,Caudry,FR,50.1249,3.4119,31.91,95,100,6.78,overcast clouds
636,Gairatganj,IN,23.4202,78.2385,64.76,42,58,4.05,broken clouds
637,Vagur,FO,61.4732,-6.8119,40.44,97,100,33.24,overcast clouds
638,Lagoa,PT,39.05,-27.9833,59.99,57,98,2.68,overcast clouds
639,Oum Hadjer,TD,13.2954,19.6966,75.07,18,3,8.88,clear sky
640,Craig,US,40.5153,-107.5464,39.79,64,1,0.0,clear sky
641,Boyolangu,ID,-8.1181,111.8935,82.2,71,99,4.94,light rain
642,Wanaka,NZ,-44.7,169.15,75.09,35,0,3.49,clear sky
643,Nevelsk,RU,46.6733,141.8633,41.43,72,37,14.58,scattered clouds
644,Pangnirtung,CA,66.1451,-65.7125,15.55,76,100,8.79,light snow
645,Cochrane,CA,51.1834,-114.4687,42.04,87,20,13.8,few clouds
646,Mahibadhoo,MV,3.7833,72.9667,82.26,77,96,17.34,overcast clouds
647,Mega,ET,4.05,38.3,56.97,91,14,6.46,few clouds
648,Maldonado,UY,-34.6667,-54.9167,65.59,97,100,4.27,overcast clouds
649,Tupik,RU,54.4253,119.9327,5.13,74,100,2.24,overcast clouds
650,Vila,PT,42.0304,-8.1588,41.88,96,100,5.26,overcast clouds
651,Maloy,NO,61.9353,5.1136,28.13,62,91,9.95,overcast clouds
652,Syracuse,IT,37.0881,15.2792,51.85,68,28,22.37,scattered clouds
653,Morro Bay,US,35.3658,-120.8499,67.08,47,0,3.67,clear sky
654,Birobidzhan,RU,48.8,132.95,21.99,77,41,7.05,scattered clouds
655,Port Hedland,AU,-20.3167,118.5667,96.85,30,0,8.05,clear sky
656,Valle De Allende,MX,26.9333,-105.4,53.56,57,100,3.89,overcast clouds
657,Pipar,IN,26.3856,73.5378,69.82,41,5,5.06,clear sky
658,La Tuque,CA,47.4334,-72.7824,17.85,73,58,5.75,broken clouds
659,Mbabane,SZ,-26.3167,31.1333,60.53,74,0,5.14,clear sky
660,Nerchinskiy Zavod,RU,51.3088,119.61,7.38,85,100,4.45,overcast clouds
661,Polessk,RU,54.862,21.1028,33.85,99,100,13.62,light snow
662,Adre,TD,13.4667,22.2,67.77,21,3,10.07,clear sky
663,Pilar,BR,-9.5972,-35.9567,78.73,91,100,3.2,overcast clouds
664,Hurghada,EG,27.2574,33.8129,66.24,22,0,9.22,clear sky
665,Lewistown,US,40.5992,-77.5714,37.26,100,75,6.91,light intensity drizzle
666,Mecca,SA,21.4267,39.8261,73.92,60,0,0.29,clear sky
667,Tongliao,CN,43.6125,122.2653,26.73,71,100,5.93,overcast clouds
668,Carbonear,CA,47.7332,-53.2148,42.64,79,54,16.2,broken clouds
669,Biak,ID,-0.9131,122.8766,77.49,84,100,1.63,overcast clouds
670,Ballina,AU,-28.8667,153.5667,78.98,78,75,13.8,broken clouds
671,Palmas,BR,-10.2128,-48.3603,78.67,89,40,2.3,scattered clouds
672,Show Low,US,34.2542,-110.0298,43.09,39,1,0.0,clear sky
673,Esil,KZ,51.9556,66.4042,13.1,77,100,6.69,overcast clouds
674,Punta Gorda,US,26.9298,-82.0454,66.24,63,90,4.61,overcast clouds
675,Botro,CI,7.8525,-5.3106,76.48,83,30,4.36,scattered clouds
676,Zomin,UZ,39.9606,68.3958,41.99,45,0,2.08,clear sky
677,Vestmannaeyjar,IS,63.4427,-20.2734,44.01,88,88,20.76,overcast clouds
678,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.66,85,64,8.48,broken clouds
679,Kungurtug,RU,50.5994,97.5228,9.36,85,97,1.16,overcast clouds
680,Port Lincoln,AU,-34.7333,135.8667,71.65,52,0,7.29,clear sky
681,Mount Isa,AU,-20.7333,139.5,94.77,17,30,6.91,scattered clouds
682,Kismayo,SO,-0.3582,42.5454,79.83,80,41,6.55,scattered clouds
683,Gravdal,NO,68.1214,13.5031,32.32,54,100,18.66,light snow
684,Lasa,IT,46.6166,10.7002,23.74,93,100,6.49,overcast clouds
685,Nemuro,JP,43.3236,145.575,39.63,63,98,16.58,overcast clouds
686,Marzuq,YE,14.4,46.4667,58.06,36,0,2.62,clear sky
687,Westport,US,41.1415,-73.3579,40.75,80,20,0.0,few clouds
688,Balikpapan,ID,-1.2675,116.8289,81.59,69,20,4.61,few clouds
689,Nabire,ID,-3.3667,135.4833,88.83,61,98,5.84,overcast clouds
690,Gravelbourg,CA,49.8834,-106.5512,39.47,85,44,8.12,scattered clouds
691,Concepcion,CL,-36.827,-73.0498,55.2,71,0,12.66,clear sky
692,Vilhena,BR,-12.7406,-60.1458,68.74,92,100,2.89,overcast clouds
693,Calbuco,CL,-41.768,-73.1273,56.41,79,99,3.06,overcast clouds
694,Sangar,RU,63.9242,127.4739,-8.12,98,100,3.09,overcast clouds
695,Abu Kamal,SY,34.4506,40.9171,59.74,48,0,6.04,clear sky
